ident	name	type	frequency_khz	latitude_deg	longitude_deg
CAX	Caxias	VOR-DME	113000	-22.77630043	-43.33319855
CAX	Caxias	NDB	400	-22.76329994	-43.33750153
CAY	Cayes	NDB	350	18.26729965	-73.78299713
CAY	Caycuma	NDB-DME	292	41.514833	32.041667
CB	Canberra	VOR-DME	116700	-35.28139877	149.1959991
CB	Canberra	NDB	263	-35.29560089	149.2070007
CB	Coxs Bazar	NDB	396	21.45289993	91.96579742
CB	Cambridge Bay	NDB	245	69.11360168	-105.0149994
CB	Pondok Cabe	NDB	225	-6.349820137	106.7679977
CB	Coimbatore	NDB	354	11.0237999	77.04720306
CB	Coimbra	NDB	426	40.16059875	-8.471940041
CB	Cape Town	NDB	463	-33.87609863	18.57329941
CBA	Cordoba	VOR-DME	114500	-31.31329918	-64.20359802
CBA	Cochabamba	VOR-DME	112100	-17.42130089	-66.17900085
CBA	Casablanca	VOR-DME	116900	33.52149963	-7.677189827
CBA	Cordoba	NDB	350	-31.30970001	-64.21890259
CBA	Cobar	NDB	395	-31.54000092	145.798996
CBB	Coonabarabran	NDB	200	-31.32999992	149.2709961
CBB	Cochabamba	NDB	320	-17.41360092	-66.17710114
CBC	Cabo Codera	VOR-DME	113500	10.57699966	-66.04840088
CBC	Cayman Brac	NDB	415	19.69000053	-79.85679626
CBE	Chubu	VOR-DME	117800	34.85800171	136.8029938
CBE	Cumberland	NDB	317	39.64820099	-78.74729919
CBF	Cabo Frio	NDB	515	-22.9260006	-42.07849884
CBG	Cambridge	NDB	350	45.55749893	-93.2621994
CBH	Chah Bahar	VORTAC	116900	25.44540024	60.42129898
CBL	Ciudad Bolivar	VOR-DME	115100	8.124190331	-63.53139877
CBL	Campbeltown	NDB	380	55.43560028	-5.68806982
CBL	Ciudad Bolivar	NDB	278	8.117250443	-63.53390121
CBM	Caledonia	VORTAC	115200	33.64149857	-88.43849945
CBN	Cap Bon	VOR	112700	36.89559937	11.08829975
CBN	Cumbernauld	NDB-DME	374	55.9756012	-3.974720001
CBP	Coober Pedy	NDB	341	-29.03190041	134.723999
CBU	Columbia	TACAN	109200	45.58860016	-122.6110001
CBY	Chambery	VOR-DME	115400	45.88190079	5.757309914
CC	Cocos (Keeling) Island	VOR-DME	114100	-12.20059967	96.84089661
CC	Charleroi Lctr	NDB	389	50.46889877	4.48472023
CC	Cocos (Keeling) Island	NDB	305	-12.14490032	96.81980133
CC	Cochin	NDB	325	9.963850021	76.28199768
CC	Cape Campbell	NDB	286	-41.73400116	174.2720032
CC	Cherkasy	NDB	345	49.37310028	32.03329849
CC	Kanan	NDB	335	38.04639816	-122.0329971
CCB	Coimbatore	VOR-DME	112900	11.03380013	77.04810333
CCC	Calverton	VOR-DME	117200	40.92959976	-72.79889679
CCH	Calamocha	NDB	375	40.90240097	-1.298310041
CCI	Cucui	NDB	345	1.182999969	-66.83380127
CCJ	Clark Co	NDB	341	39.87360001	-83.77909851
CCK	Ching Chuan Kang	TACAN	111300	24.26259995	120.6179962
CCK	Church Creek	NDB	248	-35.46419907	149.1950073
CCN	Cochin	VOR-DME	114600	9.944680214	76.27290344
CCR	Concord	VOR-DME	117000	38.04489899	-122.0449982
CCS	Caceres	VOR-DME	114200	39.5245018	-6.434740067
CCT	Central City	VORTAC	109800	37.38240051	-87.26370239
CCV	Cape Charles	VORTAC	112200	37.34749985	-75.99770355
CCY	Cloncurry	NDB	264	-20.66559982	140.5010071
CD	Qingbaikou	NDB	422	40.00830078	115.8000031
CD	Elfee	NDB	341	55.29610062	-162.7890015
CD	Dawes	NDB	362	42.75450134	-103.1750031
CDA	Codan	VOR-DME	114900	55.00149918	12.37919998
CDB	Cold Bay	VORTAC	112600	55.26739883	-162.7740021
CDB	Cordoba	VOR-DME	112400	37.84590149	-4.844979763
CDC	Caraffa	VORTAC	117300	38.75590134	16.36910057
CDC	Cedar City	VOR-DME	117300	37.78730011	-113.0680008
CDD	Drewitz	DME	112050	51.88700104	14.53199959
CDE	Ciudad Del Este	NDB	200	-25.47920036	-54.86579895
CDH	Camden	NDB	335	33.61349869	-92.76750183
CDN	Châteaudun	NDB	360	48.06240082	1.363639951
CDN	Camden	NDB	263	34.28350067	-80.56150055
CDO	Punta Caucedo	VOR-DME	114700	18.43289948	-69.66729736
CDO	Caicara Del Orinoco	VOR-DME	112300	7.628330231	-66.15779877
CDO	Condobolin	NDB	401	-33.07030106	147.2160034
CDO	Caicara Del Orinoco	NDB	341	7.630829811	-66.16950226
CDP	Capdepera	VOR-DME	112900	39.6977005	3.434370041
CDR	Concepcion	VOR-DME	117100	24.15970039	-101.487999
CDR	Chadron	VOR-DME	113400	42.55879974	-103.3119965
CDS	Childress	VORTAC	117600	34.36909866	-100.2890015
CDT	Condoto	NDB	391	5.073890209	-76.67610168
CDU	Ceduna	NDB	293	-32.12670135	133.727005
CDX	Cumberland River	NDB	388	36.99620056	-84.6812973
CE	Concepcion	NDB	254	-36.85749817	-73.11389923
CE	Cepin	NDB	372	45.52840042	18.55999947
CE	Caledonian	NDB	205	3.295079947	101.4520035
CE	Maksimkin Yar	NDB	510	58.63330078	86.73329926
CE	Kobra	NDB	201	30.85289955	-86.53659821
CEA	Kolkata	VOR-DME	112500	22.64520073	88.45290375
CEC	Crescent City	VORTAC	109000	41.77959824	-124.2409973
CEF	Westover	VORTAC	114000	42.19749832	-72.52629852
CEK	Cekmece	NDB	328	41.00579834	28.52809906
CEK	Crete	NDB	420	40.62409973	-96.92759705
CEL	Celle	NDB	311	52.58969879	10.02950001
CEN	Cencun	VOR-DME	114600	23.14999962	113.4169998
CEN	Obregon	VOR-DME	115100	27.39480019	-109.836998
CEP	Capitan	NDB	278	33.48989868	-105.4039993
CEU	Clemson	NDB	257	34.67380142	-82.88680267
CEU	Ceuta	NDB-DME	300	35.89260101	-5.305439949
CEV	Cervia	TACAN	113600	44.20650101	12.35719967
CEV	Cervia	NDB	387	44.2677002	12.18010044
CEV	Connersville	NDB	275	39.69760132	-85.13439941
CEW	Crestview	VORTAC	115900	30.82620049	-86.67910004
CEZ	Cortez	VOR-DME	108400	37.38980103	-108.5619965
CF	Makoua	VOR	112500	-0.02150000073	15.57919979
CF	Cafunfo	NDB	275	-8.766670227	18
CF	Caslav	NDB	346	49.90399933	15.43290043
CFA	Clermont	VOR-DME	114350	45.78749847	3.192189932
CFB	Binghamton	VORTAC	112200	42.15750122	-76.1364975
CFD	Cranfield	VOR	116500	52.07419968	-0.6107919812
CFJ	Crawfordsville	NDB	388	39.98099899	-86.91570282
CFL	Calama	NDB	215	-22.49360085	-68.90309906
CFM	Capitan Fuentes Martinez	NDB	340	-53.24670029	-70.35220337
CFN	Donegal	NDB	361	55.04399872	-8.339280128
CFV	Coffeyville	NDB	212	37.09329987	-95.57129669
CFX	Cadiz	NDB	239	40.23669815	-81.01319885
CFY	Evans	NDB	420	33.85599899	-79.76589966
CG	Coolangatta	VOR-DME	112300	-28.16889954	153.5039978
CG	Coolangatta	NDB	278	-28.16489983	153.5010071
CG	Castlegar	NDB	227	49.44720078	-117.5749969
CG	Tianjin	NDB	339	39.07329941	117.3779984
CG	Chandigarh	NDB	228	30.66650009	76.79879761
CG	Arlanda	NDB	352	59.53889847	17.92090034
CG	Kulyab	NDB	298	37.94169998	69.79000092
CG	Dutch	NDB	248	37.2533989	-89.70059967
CGC	Cognac	TACAN	116200	45.66149902	-0.3078610003
CGC	Cognac	NDB	354	45.66930008	-0.3061940074
CGE	Cambridge	NDB	355	38.53820038	-76.0318985
CGG	Grayling	VOR	109800	44.68159866	-84.72889709
CGI	Cape Girardeau	VOR-DME	112900	37.22750092	-89.57240295
CGL	Coghlan Island	NDB	212	58.35929871	-134.6999969
CGM	Chiang Mai	NDB	255	18.75979996	98.96720123
CGN	Charles de Gaulle	VOR-DME	115350	49.01990128	2.500109911
CGO	Congonhas	VOR-DME	116900	-23.62750053	-46.65470123
CGO	Zhengzhou	VOR-DME	114500	34.51499939	113.8430023
CGO	Cagayan De Oro	VOR-DME	113300	8.415690422	124.6090012
CGQ	Powell	NDB	344	32.06399918	-96.4280014
CGR	Campo Grande	VOR-DME	115700	-20.46879959	-54.67029953
CGR	Campo Grande	NDB	270	-20.53070068	-54.73270035
CGS	Cagnes Sur Mer	VOR-DME	109200	43.64519882	7.1459198
CGT	Chicago Heights	VORTAC	114200	41.50999832	-87.57150269
CGY	Coningsby	TACAN	111100	53.0909996	-0.1689749956
CH	Coffs Harbour	VOR-DME	117000	-30.31920052	153.1159973
CH	Cheung Chau	VOR-DME	112300	22.21949959	114.0299988
CH	Christchurch	VOR-DME	115300	-43.5041008	172.5149994
CH	Chitato	NDB	350	-7.400000095	20.81669998
CH	Coffs Harbour	NDB	311	-30.31220055	153.1170044
CH	Cocho	NDB	240	-15.86079979	-47.88529968
CH	Christianshaab	NDB	265	68.82499695	-51.20830154
CH	Chitose	NDB	347	42.66880035	141.6799927
CH	Chimoio	NDB	282	-19.10440063	33.4333992
CH	Schiphol	NDB	389	52.22060013	4.557600021
CH	Vladikavkaz	NDB	105	43.21500015	44.53829956
CH	Cookhouse	NDB	403	-32.75559998	25.78190041
CH	Cherniakhiv	NDB	525	50.45640182	28.69149971
CH	Ashly	NDB	329	32.97629929	-80.09750366
CHA	Charlie	VOR	115500	49.92110062	9.039810181
CHB	China Bay	NDB	280	8.533559799	81.18530273
CHC	Grens	NDB	272	40.01010132	-83.02899933
CHD	Chandler	NDB	407	33.26649857	-111.8079987
CHE	Chitose	VOR-DME	116900	42.69990158	141.6860046
CHE	Hayden	VOR-DME	115600	40.52009964	-107.3050003
CHE	Cherchell	NDB	397	36.60139847	2.19333005
CHE	Chena	NDB	323	-33.58530045	-70.7736969
CHE	Alonso Valderrama	NDB	440	7.983520031	-80.41000366
CHG	Chaoyang	VOR-DME	114500	41.5367012	120.4329987
CHG	Chandigarh	VOR-DME	116500	30.66760063	76.80570221
CHI	Chiayi	TACAN	111800	23.46489906	120.3909988
CHI	Chillan	VOR-DME	115900	-36.58309937	-72.03579712
CHI	Chillerki	VOR-DME	116800	28.34760094	76.66600037
CHI	Chioggia	VOR-DME	114100	45.07120132	12.28139973
CHI	Chillan	NDB	411	-36.58890152	-72.02919769
CHI	Los Chiles	NDB	221	11.03829956	-84.70999908
CHI	Chioggia	NDB	408	45.07180023	12.28139973
CHJ	Cheongju	TACAN	110500	36.70930099	127.4970016
CHM	Chiang Mai	TACAN	116200	18.77120018	98.96679688
CHN	Chisinau	VOR-DME	113700	46.92639923	28.89920044
CHN	Wauchula	NDB	261	27.51000023	-81.88330078
CHO	Cheongju	VOR-DME	109000	36.71780014	127.4940033
CHO	Chociwel	NDB	375	53.47529984	15.33300018
CHP	San Martin De Los Andes	VOR-DME	117000	-40.0489006	-71.09529877
CHP	San Martin De Los Andes	NDB	265	-40.08169937	-71.14720154
CHQ	Charleston	NDB	208	36.8451004	-89.35669708
CHS	Charleston	VORTAC	113500	32.89429855	-80.03780365
CHT	Chiltern	NDB	277	51.62310028	-0.5183330178
CHT	Chillicothe	NDB	375	39.77709961	-93.49420166
CHU	Caledonia	NDB	209	43.5868988	-91.49040222
CHW	Jiayuguan	VOR-DME	114500	39.84999847	98.34999847
CHW	Chartres	VOR-DME	115200	48.47999954	0.9870560169
CHX	Choix	NDB	214	26.71640015	-108.3300018
CI	Cochin Intl	NDB	217	10.14939976	76.48419952
CI	Chichijima	NDB	257	27.08919907	142.2140045
CI	Chatham Islands	NDB	322	-43.95700073	-176.5659943
CI	Koloe	NDB	400	46.33250046	-84.54229736
CI	Cindy	NDB	326	41.88570023	-91.80239868
CIA	Cuiaba	VOR-DME	113700	-15.65620041	-56.11199951
CIA	Cochin Intl	VOR-DME	113500	10.1505003	76.37259674
CIA	Clark	VOR-DME	113100	15.18690014	120.560997
CIA	Cuiaba	NDB	380	-15.65499973	-56.12020111
CIA	Ciampino	NDB	412	41.86489868	12.5607996
CIA	Clark	NDB	362	15.20940018	120.5709991
CIB	Cochin Intl	VOR-DME	117300	10.11530018	76.68170166
CIC	Chico	VOR-DME	109800	39.78979874	-121.8470001
CID	Cedar Rapids	VOR-DME	114100	41.88750076	-91.78569794
CIE	Cochise	VORTAC	115800	32.03340149	-109.7580032
CIG	Cigli	TACAN	113600	38.49489975	27.00909996
CIG	Cigli	NDB	363	38.53079987	27.01720047
CII	Choteau	NDB	269	47.82249832	-112.1709976
CIJ	Cobija	NDB	230	-11.04119968	-68.78160095
CIL	Cocos (Keeling) Island	NDB	388	-12.17070007	96.82119751
CIM	Cimarron	VORTAC	116400	36.49140167	-104.8720016
CIN	Curtin	VOR-DME	114300	-17.58860016	123.8519974
CIN	Curtin	NDB	350	-17.57419968	123.8310013
CIN	Carroll	NDB	397	42.04499817	-94.78520203
CIP	Clarion	VOR-DME	112900	41.14630127	-79.45800018
CIR	Cairo	NDB	397	37.06169891	-89.2233963
CIV	Chièvres	VOR	113200	50.57389832	3.832779884
CIV	Chièvres	TACAN	113200	50.57229996	3.821830034
CJ	Jianqiao	NDB	324	30.30170059	120.163002
CJ	Calde	NDB	240	39.79710007	-89.59200287
CJJ	Cresco	NDB	293	43.36600113	-92.1309967
CJN	Cerrejon	VOR-DME	113400	11.23120022	-72.49289703
CJN	Castejon	VOR-DME	115600	40.37200165	-2.544610023
CJN	Cerrejon	NDB	415	11.23250008	-72.50679779
CJS	Juarez	VOR-DME	116700	31.63619995	-106.427002
CJU	Jeju	VORTAC	116100	33.38470078	126.6240005
CJY	Clay	NDB	275	43.05279922	-75.26429749
CK	Prerov	NDB	441	49.40710068	17.33919907
CK	Cherkasy	NDB	345	49.45640182	31.9598999
CK	Snuff	NDB	335	36.52709961	-87.3864975
CKB	Clarksburg	VOR-DME	112600	39.25320053	-80.26789856
CKC	Cook County	NDB	358	47.84009933	-90.38559723
CKG	Chongqing	VOR-DME	116100	29.72170067	106.6429977
CKG	Cengkareng	VOR-DME	113600	-6.187890053	106.5299988
CKH	Koko Head	VORTAC	113900	21.26519966	-157.7030029
CKI	Kingstree	NDB	404	33.71780014	-79.85500336
CKL	Clackline	NDB	200	-31.68420029	116.5619965
CKM	Clarksdale	NDB	341	34.29299927	-90.51570129
CKN	Cooktown	NDB	260	-15.48169994	145.2480011
CKN	Crookston	NDB	400	47.83940125	-96.61589813
CKP	Pilot Rock	NDB	423	42.73220062	-95.55310059
CKV	Clarksville	VOR-DME	110600	36.62200165	-87.41259766
CKW	Cherokee	VOR-DME	115000	41.75569916	-107.5820007
CKZ	Pennridge	VOR-DME	108850	40.39089966	-75.2888031
CL	Charlo	NDB	207	48.00889969	-66.43689728
CL	Calicut	NDB	303	11.1427002	75.94779968
CL	Chileka	NDB	253	-15.68190002	34.95809937
CL	Carolina	NDB	275	-26.09189987	30.09639931
CL	Harri	NDB	344	41.33860016	-81.96440125
CL	Rowdy	NDB	260	30.49370003	-96.33769989
CL	Elwha	NDB	515	48.14239883	-123.6699982
CL	Tryon	NDB	242	35.15779877	-81.02030182
CL	Camly	NDB	350	11.9467001	108.4140015
CLA	Chiclayo	VOR-DME	114900	-6.71721983	-79.81919861
CLB	Carolina Beach	NDB	216	34.10630035	-77.96170044
CLC	Calicut	VOR-DME	116500	11.13510036	75.95480347
CLD	Caldera	NDB	227	-27.07690048	-70.81860352
CLE	Calella	VOR-DME	115350	41.63999939	2.634670019
CLI	Clintonville	NDB	209	44.61880112	-88.73320007
CLJ	Cluj	VOR-DME	111200	46.80009842	23.78730011
CLK	Clinton	NDB	320	35.53919983	-98.93509674
CLL	College Station	VORTAC	113300	30.60499954	-96.42070007
CLM	Coulommiers	VOR-DME	112900	48.84460068	3.013859987
CLN	Clacton	VOR-DME	114550	51.84840012	1.147609949
CLO	Cali	VOR-DME	115500	3.401940107	-76.4056015
CLO	Cali	NDB	210	3.401940107	-76.4056015
CLP	Cilacap	VOR-DME	114900	-7.647530079	109.0360031
CLR	Colmar	TACAN	110000	47.9292984	7.399970055
CLS	Calles	VOR-DME	117550	39.7071991	-0.9863169789
CLT	Charlotte	VOR-DME	115000	35.19029999	-80.9516983
CLU	Corlu	TACAN	115900	41.13190079	27.90169907
CM	Comilla	NDB	330	23.43619919	91.18769836
CM	Caumont	NDB	369	43.90829849	4.905360222
CM	Galey	NDB	275	47.11569977	-88.40119934
CM	Sumie	NDB	391	39.98619843	-82.75450134
CM	Veals	NDB	407	39.96620178	-88.18240356
CMA	Calamocha	VOR-DME	116000	40.86729813	-1.298050046
CMA	Chiang Mai	VOR-DME	116900	18.76609993	98.96130371
CMA	Camarillo	VOR-DME	115800	34.21250153	-119.0940018
CMA	Canaima	VOR-DME	117500	6.199719906	-62.85029984
CMB	Cambrai	VORTAC	112600	50.22809982	3.151499987
CME	Chisum	VORTAC	116100	33.33750153	-104.6210022
CME	Carmen	VOR-DME	113000	18.65369987	-91.80509949
CMI	Champaign	VORTAC	110000	40.03450012	-88.27610016
CMJ	Clam Cove	NDB	396	55.34540176	-131.6959991
CMK	Carmel	VOR-DME	116600	41.28010178	-73.58139801
CML	Comilla	VOR	115500	23.43379974	91.19010162
CML	Clonmel	NDB	387	52.4538002	-7.480070114
CMO	Camogli	NDB	389	44.34579849	9.171110153
CMP	Campagnano	VOR-DME	111400	42.12379837	12.38150024
CMP	Chum Phae	VOR-DME	112900	16.6364994	101.9850006
CMP	Campagnano	NDB	302	42.125	12.3803997
CMQ	Campbell Lake	NDB	338	61.17100143	-150.0480042
CMT	Comitan	VOR-DME	114700	16.17810059	-92.05750275
CMT	Clermont	NDB	209	-22.7730999	147.625
CMU	Cunnamulla	VOR	115500	-28.03879929	145.6239929
CMU	Cunnamulla	NDB	218	-28.03479958	145.6239929
CMW	Camooweal	NDB	254	-19.91469955	138.1170044
CMX	Houghton	VOR-DME	112800	47.17029953	-88.48539734
CMY	Mc Coy	NDB	412	43.93780136	-90.64189911
CN	Camden	NDB	281	-34.03860092	150.6920013
CN	Canivete	NDB	310	0.5091670156	-50.41479874
CN	Carnicobar	NDB	355	9.152059555	92.83229828
CN	Piestany	NDB	453	48.57080078	17.8083992
CN	Irkutsk	NDB	514	52.28499985	104.3270035
CN	Chernivtsi	NDB	805	48.29800034	25.94829941
CN	Leroi	NDB	378	31.74090004	-97.07820129
CNA	Carolina	VOR	115300	-7.318729877	-47.45479965
CNA	Cognac	VOR-DME	114650	45.6595993	-0.3116390109
CNA	Carolina	NDB	330	-7.322999954	-47.45999908
CNB	Cana Brava	NDB	305	-13.54370022	-48.19480133
CNC	Chariton	NDB	335	41.01679993	-93.36199951
CND	Constanta	VOR-DME	112700	44.29449844	28.47949982
CNE	Constantine	NDB	397	36.19029999	6.727180004
CNE	Caen	NDB	404	49.11569977	-0.3212499917
CNF	Confins	VOR-DME	114400	-19.55820084	-44.04850006
CNG	Cunningham	VORTAC	113100	37.00859833	-88.8368988
CNH	Claremont	NDB	233	43.36930084	-72.37110138
CNK	Canakkale	VOR-DME	111200	40.14080048	26.43250084
CNK	Canakkale	NDB	422	40.14080048	26.43250084
CNK	Concordia	NDB	335	39.55329895	-97.65119934
CNL	Bandaranaike	NDB	315	7.268589973	79.95089722
CNL	Kenitra	NDB	380	34.28720093	-6.620560169
CNM	Cannes	VOR	111400	43.5603981	6.870940208
CNM	Carlsbad	VORTAC	116300	32.25659943	-104.2259979
CNM	Coonamble	NDB	206	-30.97439957	148.3800049
CNP	Chappell	NDB	383	41.0766983	-102.4589996
CNQ	Callahan	NDB	379	37.26139832	-80.15809631
CNR	Colmenar	VOR-DME	117300	40.64599991	-3.735840082
CNU	Chanute	VOR-DME	109200	37.62609863	-95.59349823
CNU	Oujda	NDB	371	34.79970169	-1.899719954
CNX	Corona	VORTAC	115500	34.36700058	-105.6780014
CNY	Century Mine	NDB	293	-18.75390053	138.7030029
CNZ	Marrakech	NDB	267	31.60059929	-7.964439869
CO	Cotonou	NDB	284	6.370810032	2.402499914
CO	Mogilev	NDB	485	53.92670059	30.14500046
CO	Cooch Behar	NDB	337	26.33040047	89.48239899
CO	Turkmenbashi	NDB	350	40.10860062	52.99359894
CO	Petey	NDB	407	38.69430161	-104.7160034
CO	Epsom	NDB	216	43.11880112	-71.45240021
CO	Colfa	NDB	232	39.6568985	-86.1855011
CO	Leeny	NDB	347	47.74280167	-116.9609985
CO	Zodia	NDB	407	38.71670151	-92.26850128
COA	Costa	VOR-DME	110050	51.34809875	3.355279922
COA	Canoas	VOR-DME	113600	-29.95030022	-51.14580154
COA	La Coruna	NDB	401	43.36539841	-8.328260422
COC	Coca	NDB	322	-0.4474999905	-76.99440002
COD	Cody	VOR-DME	111800	44.62039948	-108.9649963
COD	Codogno	NDB	401	45.22629929	9.54117012
COE	Coeur D Alene	VOR-DME	108800	47.77370071	-116.8209991
COE	Coen	NDB	404	-13.76609993	143.1170044
COE	Coetivy	NDB	335	-7.146110058	56.27830124
COF	Patrick	TACAN	115000	28.23769951	-80.61180115
COI	Merritt Island	NDB	247	28.34079933	-80.68840027
COL	Cola	VORTAC	108800	50.78350067	7.594190121
COL	Colima	VOR-DME	117700	19.27510071	-103.5790024
COL	Colts Neck	VOR-DME	115400	40.31169891	-74.15979767
COL	Barra Del Colorado	NDB	380	10.75329971	-83.58329773
COL	Colonia	NDB	203	-34.45389938	-57.77009964
COM	Comandatuba	NDB	335	-15.36079979	-39.00130081
COM	Compt0n Abbas	NDB	350	50.96620178	-2.155169964
COM	Coleman	NDB	385	31.84129906	-99.40619659
COM	Cooma	NDB-DME	293	-36.35380173	148.9579926
CON	Concord	VORTAC	112900	43.21979904	-71.57550049
CON	Conghua	VOR-DME	113000	23.5883007	113.5849991
CON	Connaught	VOR-DME	117400	53.90800095	-8.820099831
CON	Concepcion	NDB	405	-23.43840027	-57.43059921
COO	Covington	NDB	326	35.58969879	-89.58730316
COP	Coposa	NDB	278	-20.7439003	-68.68939972
COQ	Cloquet	NDB	335	46.69720078	-92.50319672
COR	Carora	VOR-DME	112700	10.17920017	-70.06539917
COR	Corowa	NDB	380	-35.98749924	146.3569946
COR	Cordoba	NDB	366	37.84270096	-4.846809864
COR	Corner	NDB	388	59.26139832	17.48410034
COR	Carora	NDB	358	10.18029976	-70.06500244
COT	Cotulla	VORTAC	115800	28.46199989	-99.11849976
COT	Cotabato	VOR-DME	113700	7.165480137	124.2099991
COT	Coto 47	NDB	201	8.602780342	-82.9681015
COU	Columbia	VOR-DME	110200	38.81079865	-92.21829987
COV	Covilha	NDB	360	40.29919815	-7.425829887
COY	St Croix	VOR-DME	108200	17.7343998	-64.70069885
CP	Brest	NDB	985	52.12670135	23.82999992
CP	Camopi	NDB	208	3.171250105	-52.33449936
CP	Constable Pynt	NDB	386	70.74030304	-22.62080002
CP	Parduc	NDB	481	47.32020187	17.52529907
CP	Cilacap	NDB	235	-7.642419815	109.0350037
CP	Caparica	NDB	389	38.64229965	-9.221520424
CP	Magnitogorsk	NDB	480	53.43999863	58.77999878
CP	Chumphon	NDB	279	10.71780014	99.3660965
CP	Johno	NDB	375	42.90719986	-106.5699997
CP	Acore	NDB	350	38.51979828	-90.05950165
CP	Chipata	NDB	218	-13.56480026	32.58330154
CP	Charles Prince	NDB	414	-17.75139999	30.9265995
CPC	Camp	NDB	227	34.27180099	-78.71389771
CPE	Compiègne	VOR-DME	109650	49.43280029	2.799360037
CPE	Campeche	VOR-DME	116200	19.8307991	-90.50389862
CPG	Campina Grande	NDB	230	-7.266009808	-35.8927002
CPM	Compton	NDB	378	33.88890076	-118.2470016
CPN	Campinas	VOR-DME	112000	-23.00869942	-47.12900162
CPN	Chumphon	VOR-DME	110000	10.71119976	99.36560059
CPN	Coppertown	VOR-DME	111600	46.0320015	-112.7480011
CPO	Campos	NDB	225	-21.69729996	-41.30670166
CPP	Cole Spring	NDB	230	34.36790085	-86.82389832
CPT	Compton	VOR-DME	114350	51.49169922	-1.219720006
CPZ	Chaparrosa Ranch	NDB	385	28.90999985	-100.0059967
CQ	Chu Lai	NDB	300	15.41230011	108.7040024
CQA	Lakefield	NDB	205	40.48199844	-84.56439972
CQB	Tilghman	NDB	396	35.72230148	-96.81860352
CQD	Cascade	NDB	372	42.11920166	-80.104599
CQJ	City Lake	NDB	266	35.71620178	-79.86530304
CQL	Carbondale	NDB	344	39.4117012	-107.1589966
CQM	Cook	NDB	233	47.82109833	-92.69129944
CQN	Daisy	NDB	341	35.16650009	-85.15740204
CQR	Chandalar Lake	NDB	263	67.50240326	-148.4689941
CQW	Cheraw	NDB	409	34.7417984	-79.86560059
CQX	Nauset	NDB	279	41.69179916	-69.9897995
CQY	Cedar Creek	VORTAC	114800	32.18569946	-96.2181015
CR	Uiju	NDB	350	40.20740128	124.5530014
CR	Calabar	NDB	317	4.967919827	8.347299576
CR	Cheboksary	NDB	510	56.10499954	47.42829895
CR	Rusumo	NDB	300	-2.269079924	30.7173996
CR	Chernivtsi	NDB	805	48.21300125	26.01490021
CR	Conor	NDB	382	27.83449936	-97.57649994
CR	Calab	NDB	267	33.8852005	-78.62989807
CR	Cam Ranh	NDB	414	12.00020027	109.2160034
CRA	Cam Ranh	VOR-DME	116500	11.99440002	109.2200012
CRC	Coroico	NDB	305	-16.19519997	-67.72100067
CRD	Cardak	TACAN	133300	37.77920151	29.69219971
CRD	Cardak	VOR-DME	112000	37.78969955	29.70420074
CRD	Cardak	NDB	433	37.78969955	29.70420074
CRD	Conrad	NDB	293	48.18560028	-111.9140015
CRE	Grand Strand	VORTAC	117600	33.81380081	-78.72450256
CRE	Cres	NDB	433	44.9029007	14.41650009
CRG	Craig	VORTAC	114500	30.33889961	-81.50990295
CRG	Corryong	NDB	386	-36.14849854	147.8619995
CRG	Carimauga	NDB	260	4.571109772	-71.33609772
CRI	Canarsie	VOR-DME	112300	40.61249924	-73.89440155
CRJ	Carajas	VOR-DME	112400	-6.119329929	-50.00220108
CRJ	Carajas	NDB	170	-6.111330032	-50.00400162
CRK	Cork	VOR-DME	114600	51.84059906	-8.494270325
CRL	Creil	VORTAC	109200	49.25529861	2.514780045
CRL	Carleton	VORTAC	115700	42.04809952	-83.45760345
CRL	Corlu	VOR-DME	114800	41.15219879	27.93829918
CRL	Corlu	NDB	426	41.15219879	27.93829918
CRM	Carsamba	VOR-DME	112800	41.26549911	36.5489006
CRM	Carsamba	NDB	325	41.26549911	36.54899979
CRN	Crotone	VOR-DME	117100	38.99610138	17.08309937
CRN	Galway	NDB	342	53.29940033	-8.940879822
CRN	Cairn Mountain	NDB	281	61.10110092	-155.5690002
CRO	Coro	VOR-DME	117300	11.41419983	-69.69229889
CRP	Corpus Christi	VORTAC	115500	27.90379906	-97.44490051
CRR	Corrientes	VOR-DME	115400	-27.43720055	-58.76169968
CRR	Carrasco	VOR-DME	116900	-34.83269882	-56.02510071
CRS	Caransebes	NDB	330	45.44290161	22.16329956
CRS	Corsicana	NDB	396	32.02769852	-96.39530182
CRT	Curitiba	NDB	390	-25.52319908	-49.17150116
CRV	Comodoro Rivadavia	VOR-DME	117500	-45.77330017	-67.37169647
CRV	Craiova	VOR-DME	110200	44.3185997	23.92280006
CRY	Criciuma	NDB	405	-28.72130013	-49.42210007
CRZ	Corning	NDB	278	40.99639893	-94.75689697
CS	Cairns	VOR-DME	113000	-16.85000038	145.7440033
CS	Cairns	NDB	364	-16.84690094	145.7359924
CS	Osa	NDB	420	53.38330078	103.8669968
CS	Fenix	NDB	355	32.45199966	-85.04190063
CS	Conson	NDB	333	8.729720116	106.6320038
CSB	Harry Strunk	NDB	389	40.3042984	-100.1579971
CSD	Daouarat	NDB	345	32.93360138	-8.06499958
CSG	Columbus	VORTAC	117100	32.61529922	-85.01760101
CSI	Center Point	VORTAC	117500	29.92230034	-99.21450043
CSL	Caselle	VOR-DME	116750	45.21969986	7.649569988
CSM	Castelsarrasin Moissac	NDB	327	44.08710098	1.130779982
